text,target,category,polarity,_merge
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,RESTAURANT#GENERAL,positive,left_only
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,RESTAURANT#PRICES,positive,left_only
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,SERVICE#GENERAL,positive,left_only
Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda : ) yemekler güzel fiyatlar da mekana göre gayet uygun. Tavukgöğsü başarılı :,,AMBIENCE#GENERAL,positive,left_only
Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda : ) yemekler güzel fiyatlar da mekana göre gayet uygun. Tavukgöğsü başarılı :,,FOOD#QUALITY,positive,left_only
Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda : ) yemekler güzel fiyatlar da mekana göre gayet uygun. Tavukgöğsü başarılı :,,RESTAURANT#PRICES,positive,left_only
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla. Porsiyonları çok küçük fiyatlar çok Pahalı. Garsonlar ilgisiz çayları kötü. Arada bir belki tatlı yemeye gidilebilir. O da manzarası için.,,AMBIENCE#GENERAL,positive,left_only
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla. Porsiyonları çok küçük fiyatlar çok Pahalı. Garsonlar ilgisiz çayları kötü. Arada bir belki tatlı yemeye gidilebilir. O da manzarası için.,,DRINKS#QUALITY,negative,left_only
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla. Porsiyonları çok küçük fiyatlar çok Pahalı. Garsonlar ilgisiz çayları kötü. Arada bir belki tatlı yemeye gidilebilir. O da manzarası için.,,FOOD#QUALITY,positive,left_only
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla. Porsiyonları çok küçük fiyatlar çok Pahalı. Garsonlar ilgisiz çayları kötü. Arada bir belki tatlı yemeye gidilebilir. O da manzarası için.,,FOOD#STYLE_OPTIONS,negative,left_only
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla. Porsiyonları çok küçük fiyatlar çok Pahalı. Garsonlar ilgisiz çayları kötü. Arada bir belki tatlı yemeye gidilebilir. O da manzarası için.,,RESTAURANT#GENERAL,negative,left_only
Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla. Porsiyonları çok küçük fiyatlar çok Pahalı. Garsonlar ilgisiz çayları kötü. Arada bir belki tatlı yemeye gidilebilir. O da manzarası için.,,SERVICE#GENERAL,negative,left_only
"Sıcak, samimi ve içten kütük ev cafe ... Serpme kahvaltıların vazgeçilmezi oldu bizim için haftasonu buraya gelip keyifli vakit geçirebilirsiniz.",,AMBIENCE#GENERAL,positive,left_only
"Sıcak, samimi ve içten kütük ev cafe ... Serpme kahvaltıların vazgeçilmezi oldu bizim için haftasonu buraya gelip keyifli vakit geçirebilirsiniz.",,FOOD#QUALITY,positive,left_only
Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri. Gündüz ayrı gece ayrı olarak değerlendirebilirim. Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim. Bu yüzden tip bırakmayı unutmayın : ) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim. İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim. Afiyetle!,,DRINKS#QUALITY,neutral,left_only
Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri. Gündüz ayrı gece ayrı olarak değerlendirebilirim. Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim. Bu yüzden tip bırakmayı unutmayın : ) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim. İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim. Afiyetle!,,FOOD#QUALITY,positive,left_only
Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri. Gündüz ayrı gece ayrı olarak değerlendirebilirim. Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim. Bu yüzden tip bırakmayı unutmayın : ) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim. İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim. Afiyetle!,,RESTAURANT#GENERAL,positive,left_only
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz : ) biz burayi cok sevdik cok romantik cok tatli. Tek kusuru masalar biraz yakin birbirine. Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik. Mutlaka gelin gorun.,,AMBIENCE#GENERAL,positive,left_only
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz : ) biz burayi cok sevdik cok romantik cok tatli. Tek kusuru masalar biraz yakin birbirine. Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik. Mutlaka gelin gorun.,,DRINKS#QUALITY,positive,left_only
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz : ) biz burayi cok sevdik cok romantik cok tatli. Tek kusuru masalar biraz yakin birbirine. Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik. Mutlaka gelin gorun.,,RESTAURANT#GENERAL,positive,left_only
Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,ic mekan konseptiyle,AMBIENCE#GENERAL,positive,right_only
Tam bir hayal kırıklığı. Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi. Hamburgerleri vasat. Çok çok kötü,,FOOD#QUALITY,negative,left_only
Tam bir hayal kırıklığı. Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi. Hamburgerleri vasat. Çok çok kötü,,RESTAURANT#GENERAL,negative,left_only
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,FOOD#QUALITY,positive,left_only
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,FOOD#STYLE_OPTIONS,negative,left_only
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,RESTAURANT#GENERAL,negative,left_only
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,SERVICE#GENERAL,negative,left_only
"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!",Tatlilari,FOOD#QUALITY,positive,right_only
"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat! Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!",,FOOD#QUALITY,positive,left_only
Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,kazandibini,FOOD#QUALITY,positive,right_only
Tatlilari da denenmeli bence. Manzarasi da ayrica güzeldir.,,AMBIENCE#GENERAL,positive,left_only
Tatlilari da denenmeli bence. Manzarasi da ayrica güzeldir.,,FOOD#QUALITY,positive,left_only
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi. Yagsiz ve cok lezzetli. Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas. Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor. Ortaya ise salata ve patates kizartmasi getiriyolar. Acik ara en iyi donerci.",,FOOD#QUALITY,positive,left_only
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi. Yagsiz ve cok lezzetli. Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas. Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor. Ortaya ise salata ve patates kizartmasi getiriyolar. Acik ara en iyi donerci.",,FOOD#STYLE_OPTIONS,positive,left_only
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi. Yagsiz ve cok lezzetli. Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas. Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor. Ortaya ise salata ve patates kizartmasi getiriyolar. Acik ara en iyi donerci.",,RESTAURANT#GENERAL,positive,left_only
"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi. Yagsiz ve cok lezzetli. Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas. Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor. Ortaya ise salata ve patates kizartmasi getiriyolar. Acik ara en iyi donerci.",,SERVICE#GENERAL,positive,left_only
"Telefonla aradığımda rezervasyon alamıyoruz deyip, oraya gittiğimde istediğim masaya ""orası rezerve beyefendi"" diyerek oturtmayan, insanları görünüşüne göre açıkça tersleyen ukala ve sevimsiz garsonlara sahip. Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.",,SERVICE#GENERAL,negative,left_only
Tereyağlı Mercimek Çorbası ve Bıçak arası muhteşem ikili diyebilirim.,Tereyağlı Mercimek Çorbası,FOOD#QUALITY,positive,right_only
Tereyağlı pilavları ve tava yoğurdu da çok başarılı.,Tereyağlı pilavları,FOOD#QUALITY,positive,right_only
"Tevazuya gerek yok abartı da değil. İstanbulun en iyi dönerini yapıyorlar. Kaliteli lezzeti zaten biz değerlendiremeyiz. Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar. Dönerin yanındaki patates, salata bile süper. Havuç dilimi tatlı da denenebilir. Tek eksik ayranı kendilerinin yapmaması. Böyle bir yer için el yapımı ayran şart.",,DRINKS#STYLE_OPTIONS,negative,left_only
"Tevazuya gerek yok abartı da değil. İstanbulun en iyi dönerini yapıyorlar. Kaliteli lezzeti zaten biz değerlendiremeyiz. Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar. Dönerin yanındaki patates, salata bile süper. Havuç dilimi tatlı da denenebilir. Tek eksik ayranı kendilerinin yapmaması. Böyle bir yer için el yapımı ayran şart.",,FOOD#QUALITY,positive,left_only
"Tevazuya gerek yok abartı da değil. İstanbulun en iyi dönerini yapıyorlar. Kaliteli lezzeti zaten biz değerlendiremeyiz. Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar. Dönerin yanındaki patates, salata bile süper. Havuç dilimi tatlı da denenebilir. Tek eksik ayranı kendilerinin yapmaması. Böyle bir yer için el yapımı ayran şart.",,RESTAURANT#GENERAL,neutral,left_only
"Tevazuya gerek yok abartı da değil. İstanbulun en iyi dönerini yapıyorlar. Kaliteli lezzeti zaten biz değerlendiremeyiz. Ancak servis harika 250 kişilik dükkanda herkese yetişiyorlar. Dönerin yanındaki patates, salata bile süper. Havuç dilimi tatlı da denenebilir. Tek eksik ayranı kendilerinin yapmaması. Böyle bir yer için el yapımı ayran şart.",,SERVICE#GENERAL,positive,left_only
Turk kahvesının ıcınden kocaman böcek çıktı. Kahveyı bıtırdığınızde dıbındekı bocekle karsilasiyorsunuz! Yemekleri hesap edin artık! Bir daha asla!,,DRINKS#QUALITY,negative,left_only
Turk kahvesının ıcınden kocaman böcek çıktı. Kahveyı bıtırdığınızde dıbındekı bocekle karsilasiyorsunuz! Yemekleri hesap edin artık! Bir daha asla!,,FOOD#QUALITY,negative,left_only
Turk kahvesının ıcınden kocaman böcek çıktı. Kahveyı bıtırdığınızde dıbındekı bocekle karsilasiyorsunuz! Yemekleri hesap edin artık! Bir daha asla!,,RESTAURANT#GENERAL,negative,left_only
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,AMBIENCE#GENERAL,positive,left_only
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,FOOD#QUALITY,negative,left_only
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,RESTAURANT#GENERAL,conflict,left_only
Tuzla balıkçısının köklü müşterisiyimdir. İlk açıldığı günden bu gününe gelir giderim. Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır. Ama maalesef eski lezzet mi? Yok. Mekan ne kadar çok büyüdüyse kalite o kadar düştü. Ah be Sezgin Abi eski lezzetine hasretiz,,RESTAURANT#PRICES,positive,left_only
Tuzlanın meşhur balıkçısı. Eskiye nazaran kalitesi oldukça düşük. Eskiden mekan daha ufak sınırlı sayıda müşteriye hizmet eden ama kalitesini bozmayan bir yerdi. Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,,RESTAURANT#GENERAL,negative,left_only
Tuzlanın meşhur balıkçısı. Eskiye nazaran kalitesi oldukça düşük. Eskiden mekan daha ufak sınırlı sayıda müşteriye hizmet eden ama kalitesini bozmayan bir yerdi. Maalesef son 1 senede kalitesinde ve serviste epey sıkıntılı.,,SERVICE#GENERAL,negative,left_only
Tüm hardallı balığı denedim ardından elmalı yeşil çay ikisi de enfesti.,elmalı yeşil çay,DRINKS#QUALITY,positive,left_only
Tüm hardallı balığı denedim ardından elmalı yeşil çay ikisi de enfesti.,hardallı balığı,FOOD#QUALITY,positive,left_only
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun. Yine de ayda yılda bir gidilebilir.",,AMBIENCE#GENERAL,negative,left_only
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun. Yine de ayda yılda bir gidilebilir.",,FOOD#QUALITY,positive,left_only
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun. Yine de ayda yılda bir gidilebilir.",,RESTAURANT#GENERAL,neutral,left_only
"Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan. Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",,AMBIENCE#GENERAL,positive,left_only
"Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan. Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",,FOOD#QUALITY,positive,left_only
"Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan. Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",,LOCATION#GENERAL,positive,left_only
"Ugramadan geçmeyin - Konum olarak güzel bir yere kurulan ve disaridan geçerken görsel olarak içeri çagiran ayrica içeri girildiginde de pisman etmeyen bir mekan. Burasi oldukça lezzetli yemekler yapiyor ve sunum, hijyen, herkes çok sicak kesinlikle gidilmeli.",,SERVICE#GENERAL,positive,left_only
"Ulasim oldukca kolay. Otoparki vale sistemiyle calisiyor. Cevre duzenlemesi okadar guzel yapilmiski daha yemekleri tatmadan iyi geldim diyorsunuz. Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor. Hepsi ayri lezzetli.",,AMBIENCE#GENERAL,positive,left_only
"Ulasim oldukca kolay. Otoparki vale sistemiyle calisiyor. Cevre duzenlemesi okadar guzel yapilmiski daha yemekleri tatmadan iyi geldim diyorsunuz. Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor. Hepsi ayri lezzetli.",,FOOD#QUALITY,positive,left_only
"Ulasim oldukca kolay. Otoparki vale sistemiyle calisiyor. Cevre duzenlemesi okadar guzel yapilmiski daha yemekleri tatmadan iyi geldim diyorsunuz. Etler , meze, salata ve patates kizartmasi da size kesinlikle aksini dusundurmuyor. Hepsi ayri lezzetli.",,LOCATION#GENERAL,positive,left_only
Ulaşım zor.,Ulaşım,LOCATION#GENERAL,negative,left_only
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim. Yani güzel degildi. Damak tadima hitap edemedi açikçasi. Biberler kizartilmadan atilmis içine. Bol yumurtali ve birkaç parça domates atilmis içine. Adeta menemen degil biberli omlet olmus gibi. Açik ayrani fena degildi. Begendim diyebilirim.",,DRINKS#QUALITY,neutral,left_only
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim. Yani güzel degildi. Damak tadima hitap edemedi açikçasi. Biberler kizartilmadan atilmis içine. Bol yumurtali ve birkaç parça domates atilmis içine. Adeta menemen degil biberli omlet olmus gibi. Açik ayrani fena degildi. Begendim diyebilirim.",,FOOD#QUALITY,negative,left_only
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim. Yani güzel degildi. Damak tadima hitap edemedi açikçasi. Biberler kizartilmadan atilmis içine. Bol yumurtali ve birkaç parça domates atilmis içine. Adeta menemen degil biberli omlet olmus gibi. Açik ayrani fena degildi. Begendim diyebilirim.",,RESTAURANT#GENERAL,positive,left_only
"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan...",tereyagi,FOOD#QUALITY,negative,right_only
"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan... Garsonu bu kadar uyardigimizda ise sadece iletirim dedi. Özür bile dilemediler.",,FOOD#QUALITY,negative,left_only
"Utanmadan bozuk içli köfte, acilasmis tereyagi servis edebilen bir mekan... Garsonu bu kadar uyardigimizda ise sadece iletirim dedi. Özür bile dilemediler.",,SERVICE#GENERAL,negative,left_only
Uzun zamandan sonra yediğim en güzel kofte idi. hamburgerde çok güzeldi. roka salatası Güveçte mantarda başarılı idi. biz kahvaltısında denemek üzere tekrar geliriz,,FOOD#QUALITY,positive,left_only
Uzun zamandan sonra yediğim en güzel kofte idi. hamburgerde çok güzeldi. roka salatası Güveçte mantarda başarılı idi. biz kahvaltısında denemek üzere tekrar geliriz,,RESTAURANT#GENERAL,positive,left_only
Vasat - Istanbul'daki kebapçilarla kiyaslayacak olursak gerçekten vasat. Ama benim derdim kebap degil yeni bir yer görmek diyorsaniz kesinlikle tavsiye edilir. Ancak çok büyük beklentiyle gidilmemeli ki sonra çok üzülmemeli:,,AMBIENCE#GENERAL,positive,left_only
Vasat - Istanbul'daki kebapçilarla kiyaslayacak olursak gerçekten vasat. Ama benim derdim kebap degil yeni bir yer görmek diyorsaniz kesinlikle tavsiye edilir. Ancak çok büyük beklentiyle gidilmemeli ki sonra çok üzülmemeli:,,FOOD#QUALITY,neutral,left_only
Vasat - Istanbul'daki kebapçilarla kiyaslayacak olursak gerçekten vasat. Ama benim derdim kebap degil yeni bir yer görmek diyorsaniz kesinlikle tavsiye edilir. Ancak çok büyük beklentiyle gidilmemeli ki sonra çok üzülmemeli:,,RESTAURANT#GENERAL,neutral,left_only
Viaport için alışveriş arasında dinlenebileceğiniz hoş bir mekan.,mekan,AMBIENCE#GENERAL,positive,left_only
Yazın daha da güzel olan mekan. en sevdıgım big chef şubesi arkadaşlarınızla keyifli zaman geçireceğiniz bu mekan göksunun incisi tekrar gidiceğinizden emin olabilirsiniz,,RESTAURANT#GENERAL,positive,left_only
"Yediğim en iyi sahanda yumurta. Yumurtanın neyi güzel demeyin. Ortam mı yumurta mı tereyağı mı bilmiyorum. Kavurmalı efsane, saçma demeyin yanında bakır kapta ayranı da için.",,DRINKS#QUALITY,positive,left_only
"Yediğim en iyi sahanda yumurta. Yumurtanın neyi güzel demeyin. Ortam mı yumurta mı tereyağı mı bilmiyorum. Kavurmalı efsane, saçma demeyin yanında bakır kapta ayranı da için.",,FOOD#QUALITY,positive,left_only
Yemek alanının orta yerinde dairesel olarak inşa edilmiş ve her tarafı camdan.,,AMBIENCE#GENERAL,neutral,left_only
Yemek servisi ve lezzeti iyi bir restaurant. Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı. Daha mütevazı menu fiyatları olsa daha sık ziyaret edilebilir,,FOOD#QUALITY,positive,left_only
Yemek servisi ve lezzeti iyi bir restaurant. Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı. Daha mütevazı menu fiyatları olsa daha sık ziyaret edilebilir,,RESTAURANT#PRICES,negative,left_only
Yemek servisi ve lezzeti iyi bir restaurant. Servis Süreleri biraz uzun birde bulunduğu mekana ve mekanın fiziksel kalitesine göre fiyatlar pahalı. Daha mütevazı menu fiyatları olsa daha sık ziyaret edilebilir,,SERVICE#GENERAL,conflict,left_only
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",ikramlar,SERVICE#GENERAL,positive,right_only
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",servis hızı,SERVICE#GENERAL,positive,right_only
"Yemekler iyi hos, lezzetler iyi ama heyecan verici bi taraflari yok, iyi bir baligi iyi bir sekilde izgara yapmak artik atla deve bi olay degil.",Yemekler,FOOD#QUALITY,positive,right_only
"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat. Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",,AMBIENCE#GENERAL,negative,left_only
"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat. Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin",,FOOD#QUALITY,positive,left_only
Yemekler çok vasat. her zaman çok yoğun. içerde müzikten birbirini duyamıyorsun. servis elemanları kaba. sadece fiyatlar makul. menü kısıtlı,,AMBIENCE#GENERAL,negative,left_only
Yemekler çok vasat. her zaman çok yoğun. içerde müzikten birbirini duyamıyorsun. servis elemanları kaba. sadece fiyatlar makul. menü kısıtlı,,FOOD#QUALITY,negative,left_only
Yemekler çok vasat. her zaman çok yoğun. içerde müzikten birbirini duyamıyorsun. servis elemanları kaba. sadece fiyatlar makul. menü kısıtlı,,FOOD#STYLE_OPTIONS,negative,left_only
Yemekler çok vasat. her zaman çok yoğun. içerde müzikten birbirini duyamıyorsun. servis elemanları kaba. sadece fiyatlar makul. menü kısıtlı,,RESTAURANT#PRICES,positive,left_only
Yemekler çok vasat. her zaman çok yoğun. içerde müzikten birbirini duyamıyorsun. servis elemanları kaba. sadece fiyatlar makul. menü kısıtlı,,SERVICE#GENERAL,negative,left_only
"Yemeklere gelince döner tatsız tuzsuz, et köfte Pınar'ın et köftesinden daha kötü, kırmızı et hafifçe sert ve keyifsizdi.",et köfte,FOOD#QUALITY,negative,right_only
"Yemeklere gelince döner tatsız tuzsuz, et köfte Pınar'ın et köftesinden daha kötü, kırmızı et hafifçe sert ve keyifsizdi.",kırmızı et,FOOD#QUALITY,negative,right_only
