text,target,category,polarity
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",ambians,AMBIENCE#GENERAL,positive
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",Fiyatlar,RESTAURANT#PRICES,neutral
Boğazda balıklı romantik akşam yemeği için ...,romantik akşam yemeği,AMBIENCE#GENERAL,positive
Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu.,soslari,SERVICE#GENERAL,negative
Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir?,mayonez,FOOD#STYLE_OPTIONS,negative
Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik.,Yemege,FOOD#QUALITY,negative
Yemek bitince hadi kalkin tavirlarina girildi.,tavirlarina,SERVICE#GENERAL,negative
Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,musteriye,SERVICE#GENERAL,negative
Bendemi var bir hoşnutsuzluk anlamadım.,NULL,RESTAURANT#GENERAL,negative
"Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda.",mekan,RESTAURANT#GENERAL,positive
Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı.,garsona,SERVICE#GENERAL,negative
anlaşılan müessesede bir doymuşluk var.,müessesede,RESTAURANT#GENERAL,neutral
Bence orada en leziz olan lavaş.,lavaş,FOOD#QUALITY,positive
lavaş yediriyor gibi.,yediriyor,FOOD#QUALITY,negative
lavaş yediriyor gibi.,lavaş,FOOD#QUALITY,positive
Döneri çok beni sarmadı.,Döneri,FOOD#QUALITY,negative
En önemli özelliği olan döneri hariç geri kalan her şey iyiydi.,döneri,FOOD#QUALITY,negative
En önemli özelliği olan döneri hariç geri kalan her şey iyiydi.,her şey,RESTAURANT#GENERAL,positive
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",garsonların ilgisi,SERVICE#GENERAL,positive
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",ikramlar,SERVICE#GENERAL,positive
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",servis hızı,SERVICE#GENERAL,positive
Ama döneri methedildiği kadar değilmiş.,döneri,FOOD#QUALITY,negative
"Manzarası süper, zaten süper olan başka birşeyde yok.",NULL,RESTAURANT#GENERAL,negative
"Manzarası süper, zaten süper olan başka birşeyde yok.",Manzarası,AMBIENCE#GENERAL,positive
Diğer lezzetlerin tamamı standart.,lezzetlerin,FOOD#QUALITY,neutral
Bu lezzetlere göre uygılanan fiyatlarda pahalı bence.,fiyatlarda,FOOD#PRICES,negative
Manzara parası eklenmiş yiyeceklerin üzerine,Manzara parası,FOOD#PRICES,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun.",rahatlık,AMBIENCE#GENERAL,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun.",ev yemeği,FOOD#QUALITY,positive
Yine de ayda yılda bir gidilebilir.,NULL,RESTAURANT#GENERAL,neutral
Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,tatlar,FOOD#STYLE_OPTIONS,positive
Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,Zeytinyagli yemekleri,FOOD#QUALITY,positive
Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz.,13-14tl,FOOD#PRICES,positive
Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz.,NULL,FOOD#STYLE_OPTIONS,positive
"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",ogle yemeklerinde,FOOD#QUALITY,positive
"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",yer bulmak,SERVICE#GENERAL,negative
Manzarası süper.,Manzarası,AMBIENCE#GENERAL,positive
Gerçekten çok güzel bir konumda yer alıyor.,konumda,LOCATION#GENERAL,positive
Servisi hızlı.,Servisi,SERVICE#GENERAL,positive
Ne zaman gitsek güler yüzle ayrılıyoruz.,NULL,RESTAURANT#GENERAL,positive
Köfteleri de lezzetli.,Köfteleri,FOOD#QUALITY,positive
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz :,bahce,AMBIENCE#GENERAL,positive
) biz burayi cok sevdik cok romantik cok tatli.,NULL,AMBIENCE#GENERAL,positive
) biz burayi cok sevdik cok romantik cok tatli.,burayi,RESTAURANT#GENERAL,positive
Tek kusuru masalar biraz yakin birbirine.,masalar,AMBIENCE#GENERAL,negative
Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,Kirmizi limonata,DRINKS#QUALITY,positive
Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,limon vitamin,DRINKS#QUALITY,positive
Mutlaka gelin gorun.,NULL,RESTAURANT#GENERAL,positive
Manzarasi mukkemmel denize sifir olmasi sebebiyle.,Manzarasi,AMBIENCE#GENERAL,positive
Bahcesi huzurlu.,Bahcesi,AMBIENCE#GENERAL,positive
İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum.,İcerisi,AMBIENCE#GENERAL,negative
Self servis olayi sıkıcı.,Self servis,SERVICE#GENERAL,negative
Bir yandan iyi pesinizde dolanan garsonlar yok.,garsonlar,SERVICE#GENERAL,positive
Girip hava almak icin oturabilceginiz br yer.,yer,AMBIENCE#GENERAL,positive
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",kokuyor,AMBIENCE#GENERAL,positive
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",mekan,AMBIENCE#GENERAL,positive
Ama kalabalık ve gürültüden dolayı çok fazla duramadık.,NULL,AMBIENCE#GENERAL,negative
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan.,mekan,RESTAURANT#GENERAL,negative
Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,NULL,FOOD#QUALITY,positive
Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,lezzeti,FOOD#QUALITY,negative
En iyi konumlu ögretmenevi!,konumlu,LOCATION#GENERAL,positive
"- Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis.",tesis,RESTAURANT#GENERAL,neutral
"Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün.",fiyat,RESTAURANT#PRICES,positive
Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,NULL,AMBIENCE#GENERAL,positive
Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,self servis,SERVICE#GENERAL,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",pilav da kurufasulye de,FOOD#STYLE_OPTIONS,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",yemekler,FOOD#QUALITY,positive
"Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin.",servis,SERVICE#GENERAL,negative
"Bir kere gittim, bir daha gitmem.",NULL,RESTAURANT#GENERAL,negative
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,sohbet ortamlari,AMBIENCE#GENERAL,positive
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,Lezzet,FOOD#QUALITY,positive
Pazar kahvaltilari benim Için mabeyin'dir.,Pazar kahvaltilari,FOOD#QUALITY,positive
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef.,mezeler,FOOD#QUALITY,negative
Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,valenin,SERVICE#GENERAL,negative
Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,hesapta,RESTAURANT#PRICES,negative
Begenmedim malesef.,NULL,RESTAURANT#GENERAL,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",yemeği,FOOD#QUALITY,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",servis,SERVICE#GENERAL,negative
Menünün hiç bir özelliği yok.,Menünün,FOOD#STYLE_OPTIONS,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",müşteri,RESTAURANT#PRICES,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",yerlerden,RESTAURANT#GENERAL,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",kafe yemekleriyle,FOOD#STYLE_OPTIONS,negative
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,iç dizaynını,AMBIENCE#GENERAL,positive
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,kış aylarında,AMBIENCE#GENERAL,negative
( 4 tarafı cam olduğu için yeterince ısıtamıyorlar.,NULL,AMBIENCE#GENERAL,negative
Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,yabancı alkollü,DRINKS#STYLE_OPTIONS,positive
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,yemekleri,FOOD#QUALITY,positive
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,Hamburgerini,FOOD#QUALITY,negative
Sürekli kalabalık olan bir mekan.,mekan,AMBIENCE#GENERAL,negative
Kadıköydeki gözde mekanlardan biri,mekanlardan,RESTAURANT#GENERAL,positive
Çay denilince akla ilk gelen yer:,yer,RESTAURANT#GENERAL,positive
)) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz:,çaydan,DRINKS#STYLE_OPTIONS,positive
) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır:,karamel aramalı çayı,DRINKS#QUALITY,positive
)) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,mekan,AMBIENCE#GENERAL,positive
Kesinlikle verdiğim puanı hakeden bir mekan.,mekan,RESTAURANT#GENERAL,positive
Küçük şirin bir konsepte sahip.,konsepte,AMBIENCE#GENERAL,positive
Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,Pizza Fagotto,FOOD#QUALITY,positive
Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini...,kalite,RESTAURANT#GENERAL,negative
Yakinlarda gittim servis berbat.,servis,SERVICE#GENERAL,negative
"Fiyat yüksek, kart geçmiyor...",Fiyat,RESTAURANT#PRICES,negative
Yine de sorbe dondurmasi güzeldir.,sorbe dondurmasi,FOOD#QUALITY,positive
Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin.,Şatobiryan isimli etini,FOOD#QUALITY,positive
Özel bir sunumla masanıza geliyor.,sunumla,FOOD#STYLE_OPTIONS,positive
Bir de mantar çanakları denenebilir.,mantar çanakları,FOOD#QUALITY,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",yiyecekleri,FOOD#STYLE_OPTIONS,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",lezzetler,FOOD#QUALITY,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",manzara,AMBIENCE#GENERAL,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",fiyatlari,FOOD#PRICES,positive
Halka açik olmasi ise son derece güzel.,Halka açik olmasi,RESTAURANT#GENERAL,positive
Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,yerlerden,RESTAURANT#GENERAL,positive
Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,yer bulamamak,AMBIENCE#GENERAL,negative
Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil.,yer,AMBIENCE#GENERAL,negative
"Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor.",NULL,AMBIENCE#GENERAL,positive
Belli bir saate kadar bistro seklinde olusu da guzel.,bistro seklinde olusu,RESTAURANT#GENERAL,positive
Yazin camekan olmasi hos ancak kisin donmustuk.,camekan olmasi,AMBIENCE#GENERAL,positive
Yazin camekan olmasi hos ancak kisin donmustuk.,NULL,AMBIENCE#GENERAL,negative
Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.,NULL,AMBIENCE#GENERAL,negative
"Kendi biralarindan denenmeli, guzel biralar vardi.",biralar,DRINKS#QUALITY,positive
Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz.,biralardan,DRINKS#STYLE_OPTIONS,positive
"Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",ortam,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",Alkol,DRINKS#STYLE_OPTIONS,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",barmeni,SERVICE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",müşteri profili,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",dekorasyonu,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",yemekleri,FOOD#QUALITY,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",Çalışanların,SERVICE#GENERAL,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",sahibinin,SERVICE#GENERAL,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",işletmecinin,SERVICE#GENERAL,positive
Her daim gidilebilecek bir mekan.,mekan,RESTAURANT#GENERAL,positive
Kadıköy'ün kemik mekanı.,mekanı,RESTAURANT#GENERAL,positive
Hep klasik kaliteyi bulabilmeniz mümkün.,kaliteyi,RESTAURANT#GENERAL,positive
Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,Hafta sonu kahvaltısı,FOOD#QUALITY,positive
Ramazan ayında gitme fırsatı buldum yeşillik içinde hoş ve düzgün bir mekan.,mekan,AMBIENCE#GENERAL,positive
İftar öncesi ve sonrasında güzel müzik ziyafeti sundular.,müzik,AMBIENCE#GENERAL,positive
Esas konumuz olan yemeklere gelince çok pozitif olamaycağım.,yemeklere,FOOD#QUALITY,negative
ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,yemekler,FOOD#QUALITY,negative
Mekanı bilmeyeniniz yoktur.,Mekanı,RESTAURANT#GENERAL,neutral
"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",lezzet kalitesi,FOOD#QUALITY,negative
"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",manzara,AMBIENCE#GENERAL,positive
"Telefonla aradığımda rezervasyon alamıyoruz deyip, oraya gittiğimde istediğim masaya ""orası rezerve beyefendi"" diyerek oturtmayan, insanları görünüşüne göre açıkça tersleyen ukala ve sevimsiz garsonlara sahip.",garsonlara,SERVICE#GENERAL,negative
Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.,müşteri,SERVICE#GENERAL,negative
Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,Hamburgerlerini,FOOD#QUALITY,positive
Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,NULL,RESTAURANT#GENERAL,negative
Bir kez daha sans vereceğim.,NULL,RESTAURANT#GENERAL,neutral
"Servisi bazen iyi, bazen kötü.",Servisi,SERVICE#GENERAL,neutral
Mekan tasarımı iyi.,Mekan tasarımı,AMBIENCE#GENERAL,positive
Ikisi de birbirinden lezzetli.,Ikisi de,FOOD#QUALITY,positive
Hatta sanirim hayatimda yedigim en lezzetli Tavuk Gögsü'nü yedim.,Tavuk Gögsü'nü,FOOD#QUALITY,positive
) Bu arada hizli servis için tesekkür ediyoruz.,servis,SERVICE#GENERAL,positive
Tatli krizi ancak böyle sahane bastirilabilirdi.,Tatli,FOOD#QUALITY,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,ilgi,SERVICE#GENERAL,neutral
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,fiyatlar,RESTAURANT#PRICES,negative
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,NULL,RESTAURANT#GENERAL,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,mekan,RESTAURANT#GENERAL,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,içecekler,DRINKS#QUALITY,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,kuzu bonfilesi,FOOD#QUALITY,positive
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,konumu,LOCATION#GENERAL,positive
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,fiyatlar,RESTAURANT#PRICES,negative
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,mekan,AMBIENCE#GENERAL,negative
Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,Servisi,SERVICE#GENERAL,negative
Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,yemekleri,FOOD#QUALITY,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",kebaplari,FOOD#QUALITY,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",garsonu,SERVICE#GENERAL,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",fiyatiyla,RESTAURANT#PRICES,negative
Belediye bu isletmenin ruhsatini acil olarak iptal etmelidir.,isletmenin,RESTAURANT#GENERAL,negative
Herseyi birakin manzarasi yeter zaten.,manzarasi,AMBIENCE#GENERAL,positive
Denize sifir hatta oyle ki gecen gemilerden dolayi olusan dalgalar sizi islatir mi acaba diye bir korkuya kapiliyorsunuz ;) kahve ic manzarayi yani bogazi seyret yetti de artti bile.,manzarayi,AMBIENCE#GENERAL,positive
Sadece manzarası başka bence artı değeri yok.,manzarası,AMBIENCE#GENERAL,positive
Sadece manzarası başka bence artı değeri yok.,NULL,RESTAURANT#GENERAL,negative
O da eğer yer bulabilirseniz.,yer,SERVICE#GENERAL,negative
Çalışanları çok kaba.,Çalışanları,SERVICE#GENERAL,negative
Sizi saatlerce sırada bekletip önünüze başkalarını alabiliyor.,sırada,SERVICE#GENERAL,negative
Passion fruit'lu dondurması ve içeceğini beğendim.,içeceğini,DRINKS#QUALITY,positive
Passion fruit'lu dondurması ve içeceğini beğendim.,Passion fruit'lu dondurması,FOOD#QUALITY,positive
Aşşk-ı Memnu vasat bir tada sahip bence.,Aşşk-ı Memnu,FOOD#QUALITY,neutral
Bir daha gider miyim?,NULL,RESTAURANT#GENERAL,neutral
Fena değil ama menemen için fiyat yüksek.,menemen,FOOD#QUALITY,neutral
Fena değil ama menemen için fiyat yüksek.,fiyat,FOOD#PRICES,negative
"Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter.",porsiyon,FOOD#STYLE_OPTIONS,positive
Çok sulu olduğu için zaten bol ekmekle yeniyor.,NULL,FOOD#STYLE_OPTIONS,neutral
Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,mekan,AMBIENCE#GENERAL,positive
Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,ic mekan konseptiyle,AMBIENCE#GENERAL,positive
Özellikle güzel bir havada gidiyorsanız deniz kıyısındaki masalarında oturmak için epey bi sıra bekleyebilirsiniz.,sıra,SERVICE#GENERAL,negative
"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",aşk-ı memnu'yu,FOOD#QUALITY,positive
"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",Mekan,AMBIENCE#GENERAL,positive
"Servis sıkıntılıydı, sevemedim.",Servis,SERVICE#GENERAL,negative
Ayrıca bahsettiğim meşhur tatlı 21 tl,tatlı,FOOD#PRICES,neutral
Aslında doymuştuk ama gözümüzün açlığından patatesli mantısını da denedik gayet iyiydi ama ekstra bir özelliği yoktu.,patatesli mantısını,FOOD#QUALITY,neutral
İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,çalışanlarında,SERVICE#GENERAL,negative
İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,kokuyordu,AMBIENCE#GENERAL,negative
İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,NULL,RESTAURANT#GENERAL,negative
İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,Fıccın'ın,RESTAURANT#GENERAL,positive
Fiyatlar gayet uygun.,Fiyatlar,RESTAURANT#PRICES,positive
Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı.,yerlerden,RESTAURANT#GENERAL,negative
Menemeni güzel denebilir.,Menemeni,FOOD#QUALITY,positive
Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin.,kahvaltı,FOOD#STYLE_OPTIONS,negative
Zengini buysa normali nasıl olur.,NULL,FOOD#STYLE_OPTIONS,negative
Çok övülüp merak ettiğimiz ama yine pişman olduğumuz bir yer.,yer,RESTAURANT#GENERAL,negative
Bu kadar popülersin o kötü durumdaki mekanı tadilattan geçirmek çok mu zor.,mekanı,AMBIENCE#GENERAL,negative
Adıyla meşhur menemen yiyeyim dedim domates kabuğu ayıklamaktan hiçbir şey anlamadım.,menemen,FOOD#QUALITY,negative
O kabukları soymak ne kadar zor ki?,kabukları,FOOD#STYLE_OPTIONS,negative
Sucuklu yumurtasında da sucuklar fazla pişmişti.,Sucuklu yumurtasında,FOOD#QUALITY,negative
Herşeyine kefil Olduğum bir mekan.,mekan,RESTAURANT#GENERAL,positive
Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,tadı,FOOD#QUALITY,positive
Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,Garsonlarından,SERVICE#GENERAL,positive
"Adı üzerinde ""menemeni"" ile ünlü, sıcak, samimi, esnaf restoranı.",esnaf restoranı,AMBIENCE#GENERAL,positive
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",balı,FOOD#QUALITY,positive
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",çayı,DRINKS#QUALITY,negative
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",Menemeni,FOOD#QUALITY,positive
Karşısında da lokantası bulunuyor ama ben size derim ki gidin menemen ve bal kaymakla güzel bir kahvaltı yapın.,kahvaltı,FOOD#QUALITY,positive
"Fiyatlar da gayet uygun, ortalamanın altında.",Fiyatlar,RESTAURANT#PRICES,positive
